"No.","Time","Source","Destination","Protocol","Length","Total Length","Source Port","Destination Port","DestinationMacAddress","SourceMacAddress"
"1178","74.053638","192.168.1.79","192.168.1.93","TCP","66","52","63099","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1179","74.053639","192.168.1.79","192.168.1.93","TCP","66","52","63214","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1180","74.053641","192.168.1.79","192.168.1.93","TCP","66","52","63249","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1181","74.053642","192.168.1.79","192.168.1.93","TCP","66","52","63223","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1182","74.053643","192.168.1.79","192.168.1.93","TCP","66","52","63101","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1183","74.053644","192.168.1.79","192.168.1.93","TCP","66","52","63251","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1184","74.053645","192.168.1.79","192.168.1.93","TCP","66","52","63187","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1185","74.053646","192.168.1.79","192.168.1.93","TCP","66","52","63138","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1186","74.053647","192.168.1.79","192.168.1.93","TCP","66","52","63171","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1187","74.053648","192.168.1.79","192.168.1.93","TCP","66","52","63190","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1188","74.053649","192.168.1.79","192.168.1.93","TCP","66","52","63226","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1189","74.053650","192.168.1.79","192.168.1.93","TCP","66","52","63224","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1190","74.053651","192.168.1.79","192.168.1.93","TCP","66","52","63193","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1191","74.053652","192.168.1.79","192.168.1.93","TCP","66","52","63255","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1192","74.053653","192.168.1.79","192.168.1.93","TCP","66","52","63155","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1193","74.053654","192.168.1.79","192.168.1.93","TCP","66","52","63254","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1194","74.053655","192.168.1.79","192.168.1.93","TCP","66","52","63169","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1195","74.053657","192.168.1.79","192.168.1.93","TCP","66","52","63229","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1196","74.053658","192.168.1.79","192.168.1.93","TCP","66","52","63231","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1197","74.053659","192.168.1.79","192.168.1.93","TCP","66","52","63252","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1198","74.053660","192.168.1.79","192.168.1.93","TCP","66","52","63143","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1199","74.053662","192.168.1.79","192.168.1.93","TCP","66","52","63141","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1200","74.053663","192.168.1.79","192.168.1.93","TCP","66","52","63265","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1201","74.053664","192.168.1.79","192.168.1.93","TCP","66","52","63196","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1202","74.053665","192.168.1.79","192.168.1.93","TCP","66","52","63102","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1203","74.053666","192.168.1.79","192.168.1.93","TCP","66","52","63248","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1204","74.053667","192.168.1.79","192.168.1.93","TCP","66","52","63220","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1205","74.053732","192.168.1.93","192.168.1.79","TCP","54","40","80","63216","b4:2e:99:d0:fa:1a","c4:b3:01:d8:fb:ff"
"1206","74.055966","192.168.1.79","192.168.1.93","TCP","66","52","63144","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1207","74.055972","192.168.1.79","192.168.1.93","TCP","66","52","63174","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1208","74.055973","192.168.1.79","192.168.1.93","TCP","66","52","63266","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1209","74.055973","192.168.1.79","192.168.1.93","TCP","66","52","63235","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1210","74.055974","192.168.1.79","192.168.1.93","TCP","66","52","63225","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1211","74.055978","192.168.1.79","192.168.1.93","TCP","66","52","63146","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1212","74.055979","192.168.1.79","192.168.1.93","TCP","66","52","63152","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1213","74.055980","192.168.1.79","192.168.1.93","TCP","66","52","63271","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1214","74.055981","192.168.1.79","192.168.1.93","TCP","66","52","63257","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1215","74.055982","192.168.1.79","192.168.1.93","TCP","66","52","63177","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1216","74.055982","192.168.1.79","192.168.1.93","TCP","66","52","63256","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1217","74.055983","192.168.1.79","192.168.1.93","TCP","66","52","63238","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1218","74.055984","192.168.1.79","192.168.1.93","TCP","66","52","63259","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1219","74.055985","192.168.1.79","192.168.1.93","TCP","66","52","63272","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1220","74.055986","192.168.1.79","192.168.1.93","TCP","66","52","63172","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1221","74.055987","192.168.1.79","192.168.1.93","TCP","66","52","63227","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1222","74.055988","192.168.1.79","192.168.1.93","TCP","66","52","63228","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1223","74.055988","192.168.1.79","192.168.1.93","TCP","66","52","63158","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1224","74.055989","192.168.1.79","192.168.1.93","TCP","66","52","63277","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1225","74.055990","192.168.1.79","192.168.1.93","TCP","66","52","63233","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1226","74.055991","192.168.1.79","192.168.1.93","TCP","66","52","63253","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1227","74.055992","192.168.1.79","192.168.1.93","TCP","66","52","63157","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1228","74.055993","192.168.1.79","192.168.1.93","TCP","66","52","63260","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1229","74.055994","192.168.1.79","192.168.1.93","TCP","66","52","63179","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1230","74.055994","192.168.1.79","192.168.1.93","TCP","66","52","63151","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1231","74.055995","192.168.1.79","192.168.1.93","TCP","66","52","63261","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1232","74.055996","192.168.1.79","192.168.1.93","TCP","66","52","63234","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1233","74.055997","192.168.1.79","192.168.1.93","TCP","66","52","63149","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1234","74.055998","192.168.1.79","192.168.1.93","TCP","66","52","63241","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1235","74.055999","192.168.1.79","192.168.1.93","TCP","66","52","63161","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1236","74.056000","192.168.1.79","192.168.1.93","TCP","66","52","63268","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1237","74.056001","192.168.1.79","192.168.1.93","TCP","66","52","63230","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1238","74.056002","192.168.1.79","192.168.1.93","TCP","66","52","63162","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1239","74.056004","192.168.1.79","192.168.1.93","TCP","66","52","63170","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1240","74.056005","192.168.1.79","192.168.1.93","TCP","66","52","63344","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1241","74.056007","192.168.1.79","192.168.1.93","TCP","66","52","63275","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1242","74.056009","192.168.1.79","192.168.1.93","TCP","66","52","63258","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1243","74.056010","192.168.1.79","192.168.1.93","TCP","66","52","63167","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1244","74.056012","192.168.1.79","192.168.1.93","TCP","66","52","63349","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1245","74.056013","192.168.1.79","192.168.1.93","TCP","66","52","63239","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1246","74.056015","192.168.1.79","192.168.1.93","TCP","66","52","63296","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1247","74.056016","192.168.1.79","192.168.1.93","TCP","66","52","63345","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1248","74.056018","192.168.1.79","192.168.1.93","TCP","66","52","63236","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1249","74.056019","192.168.1.79","192.168.1.93","TCP","66","52","63244","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1250","74.056020","192.168.1.79","192.168.1.93","TCP","66","52","63164","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1251","74.056021","192.168.1.79","192.168.1.93","TCP","66","52","63262","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1252","74.056022","192.168.1.79","192.168.1.93","TCP","66","52","63180","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1253","74.056023","192.168.1.79","192.168.1.93","TCP","66","52","63301","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1254","74.056023","192.168.1.79","192.168.1.93","TCP","66","52","63182","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1255","74.056024","192.168.1.79","192.168.1.93","TCP","66","52","63347","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1256","74.056025","192.168.1.79","192.168.1.93","TCP","66","52","63280","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1257","74.056026","192.168.1.79","192.168.1.93","TCP","66","52","63329","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1258","74.056027","192.168.1.79","192.168.1.93","TCP","66","52","63282","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1259","74.056028","192.168.1.79","192.168.1.93","TCP","66","52","63243","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1260","74.056029","192.168.1.79","192.168.1.93","TCP","66","52","63348","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1261","74.056030","192.168.1.79","192.168.1.93","TCP","66","52","63185","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1262","74.056031","192.168.1.79","192.168.1.93","TCP","66","52","63287","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1263","74.056032","192.168.1.79","192.168.1.93","TCP","66","52","63232","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1264","74.056032","192.168.1.79","192.168.1.93","TCP","66","52","63278","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1265","74.056033","192.168.1.79","192.168.1.93","TCP","66","52","63240","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1266","74.056034","192.168.1.79","192.168.1.93","TCP","66","52","63168","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1267","74.056035","192.168.1.79","192.168.1.93","TCP","66","52","63263","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1268","74.056036","192.168.1.79","192.168.1.93","TCP","66","52","63186","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1269","74.056037","192.168.1.79","192.168.1.93","TCP","66","52","63354","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1270","74.056038","192.168.1.79","192.168.1.93","TCP","66","52","63332","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1271","74.056039","192.168.1.79","192.168.1.93","TCP","66","52","63285","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1272","74.058102","192.168.1.79","192.168.1.93","TCP","66","52","63350","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1273","74.058108","192.168.1.79","192.168.1.93","TCP","66","52","63188","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1274","74.058109","192.168.1.79","192.168.1.93","TCP","66","52","63306","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1275","74.058110","192.168.1.79","192.168.1.93","TCP","66","52","63246","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1276","74.058111","192.168.1.79","192.168.1.93","TCP","66","52","63245","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1277","74.058114","192.168.1.79","192.168.1.93","TCP","66","52","63195","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1278","74.058115","192.168.1.79","192.168.1.93","TCP","66","52","63339","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1279","74.058116","192.168.1.79","192.168.1.93","TCP","66","52","63191","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1280","74.058117","192.168.1.79","192.168.1.93","TCP","66","52","63237","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1281","74.058118","192.168.1.79","192.168.1.93","TCP","66","52","63173","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1282","74.058119","192.168.1.79","192.168.1.93","TCP","66","52","63299","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1283","74.058120","192.168.1.79","192.168.1.93","TCP","66","52","63359","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1284","74.058120","192.168.1.79","192.168.1.93","TCP","66","52","63175","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1285","74.058121","192.168.1.79","192.168.1.93","TCP","66","52","63302","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1286","74.058122","192.168.1.79","192.168.1.93","TCP","66","52","63311","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1287","74.058123","192.168.1.79","192.168.1.93","TCP","66","52","63242","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1288","74.058124","192.168.1.79","192.168.1.93","TCP","66","52","63328","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1289","74.058125","192.168.1.79","192.168.1.93","TCP","66","52","63192","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1290","74.058126","192.168.1.79","192.168.1.93","TCP","66","52","63178","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1291","74.058126","192.168.1.79","192.168.1.93","TCP","66","52","63305","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1292","74.058127","192.168.1.79","192.168.1.93","TCP","66","52","63409","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1293","74.058128","192.168.1.79","192.168.1.93","TCP","66","52","63176","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1294","74.058129","192.168.1.79","192.168.1.93","TCP","66","52","63308","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1295","74.058130","192.168.1.79","192.168.1.93","TCP","66","52","63333","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1296","74.058131","192.168.1.79","192.168.1.93","TCP","66","52","63247","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1297","74.058132","192.168.1.79","192.168.1.93","TCP","66","52","63355","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1298","74.058133","192.168.1.79","192.168.1.93","TCP","66","52","63353","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1299","74.058134","192.168.1.79","192.168.1.93","TCP","66","52","63361","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1300","74.058136","192.168.1.79","192.168.1.93","TCP","66","52","63342","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1301","74.058137","192.168.1.79","192.168.1.93","TCP","66","52","63197","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1302","74.058138","192.168.1.79","192.168.1.93","TCP","66","52","63183","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1303","74.058139","192.168.1.79","192.168.1.93","TCP","66","52","63290","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1304","74.058140","192.168.1.79","192.168.1.93","TCP","66","52","63288","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1305","74.058142","192.168.1.79","192.168.1.93","TCP","66","52","63364","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1306","74.058143","192.168.1.79","192.168.1.93","TCP","66","52","63346","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1307","74.058145","192.168.1.79","192.168.1.93","TCP","66","52","63181","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1308","74.058147","192.168.1.79","192.168.1.93","TCP","66","52","63412","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1309","74.058149","192.168.1.79","192.168.1.93","TCP","66","52","63281","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1310","74.058150","192.168.1.79","192.168.1.93","TCP","66","52","63198","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1311","74.058152","192.168.1.79","192.168.1.93","TCP","66","52","63356","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1312","74.058153","192.168.1.79","192.168.1.93","TCP","66","52","63358","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1313","74.058155","192.168.1.79","192.168.1.93","TCP","66","52","63293","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1314","74.058156","192.168.1.79","192.168.1.93","TCP","66","52","63330","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1315","74.058157","192.168.1.79","192.168.1.93","TCP","66","52","63351","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1316","74.058158","192.168.1.79","192.168.1.93","TCP","66","52","63362","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1317","74.058158","192.168.1.79","192.168.1.93","TCP","66","52","63283","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1318","74.058159","192.168.1.79","192.168.1.93","TCP","66","52","63338","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1319","74.058160","192.168.1.79","192.168.1.93","TCP","66","52","63267","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1320","74.058161","192.168.1.79","192.168.1.93","TCP","66","52","63419","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1321","74.058162","192.168.1.79","192.168.1.93","TCP","66","52","63367","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1322","74.058163","192.168.1.79","192.168.1.93","TCP","66","52","63284","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1323","74.058164","192.168.1.79","192.168.1.93","TCP","66","52","63286","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1324","74.058165","192.168.1.79","192.168.1.93","TCP","66","52","63352","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1325","74.058165","192.168.1.79","192.168.1.93","TCP","66","52","63343","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1326","74.058166","192.168.1.79","192.168.1.93","TCP","66","52","63422","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1327","74.058167","192.168.1.79","192.168.1.93","TCP","66","52","63335","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1328","74.058168","192.168.1.79","192.168.1.93","TCP","66","52","63289","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1329","74.058169","192.168.1.79","192.168.1.93","TCP","66","52","63270","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1330","74.058170","192.168.1.79","192.168.1.93","TCP","66","52","63393","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1331","74.058171","192.168.1.79","192.168.1.93","TCP","66","52","63292","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1332","74.058172","192.168.1.79","192.168.1.93","TCP","66","52","63357","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1333","74.058173","192.168.1.79","192.168.1.93","TCP","66","52","63273","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1334","74.058174","192.168.1.79","192.168.1.93","TCP","66","52","63408","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1335","74.058174","192.168.1.79","192.168.1.93","TCP","66","52","63371","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1336","74.058266","192.168.1.79","192.168.1.93","TCP","66","52","63312","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1337","74.058268","192.168.1.79","192.168.1.93","TCP","66","52","63410","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1338","74.058269","192.168.1.79","192.168.1.93","TCP","66","52","63331","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1339","74.058270","192.168.1.79","192.168.1.93","TCP","66","52","63295","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1340","74.058271","192.168.1.79","192.168.1.93","TCP","66","52","63413","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1341","74.059962","192.168.1.79","192.168.1.93","TCP","66","52","63368","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1342","74.059968","192.168.1.79","192.168.1.93","TCP","66","52","63374","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1343","74.059969","192.168.1.79","192.168.1.93","TCP","66","52","63291","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1344","74.059970","192.168.1.79","192.168.1.93","TCP","66","52","63415","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1345","74.059972","192.168.1.79","192.168.1.93","TCP","66","52","63317","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1346","74.059975","192.168.1.79","192.168.1.93","TCP","66","52","63418","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1347","74.059976","192.168.1.79","192.168.1.93","TCP","66","52","63392","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1348","74.059977","192.168.1.79","192.168.1.93","TCP","66","52","63336","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1349","74.059978","192.168.1.79","192.168.1.93","TCP","66","52","63443","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1350","74.059978","192.168.1.79","192.168.1.93","TCP","66","52","63459","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1351","74.059979","192.168.1.79","192.168.1.93","TCP","66","52","63264","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1352","74.059980","192.168.1.79","192.168.1.93","TCP","66","52","63313","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1353","74.059981","192.168.1.79","192.168.1.93","TCP","66","52","63396","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1354","74.059982","192.168.1.79","192.168.1.93","TCP","66","52","63294","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1355","74.059983","192.168.1.79","192.168.1.93","TCP","66","52","63416","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1356","74.059984","192.168.1.79","192.168.1.93","TCP","66","52","63446","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1357","74.059984","192.168.1.79","192.168.1.93","TCP","66","52","63403","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1358","74.059985","192.168.1.79","192.168.1.93","TCP","66","52","63411","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1359","74.059986","192.168.1.79","192.168.1.93","TCP","66","52","63315","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1360","74.059987","192.168.1.79","192.168.1.93","TCP","66","52","63373","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1361","74.059988","192.168.1.79","192.168.1.93","TCP","66","52","63341","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1362","74.059989","192.168.1.79","192.168.1.93","TCP","66","52","63322","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1363","74.059990","192.168.1.79","192.168.1.93","TCP","66","52","63316","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1364","74.059990","192.168.1.79","192.168.1.93","TCP","66","52","63276","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1365","74.059991","192.168.1.79","192.168.1.93","TCP","66","52","63406","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1366","74.059992","192.168.1.79","192.168.1.93","TCP","66","52","63423","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
"1367","74.059993","192.168.1.79","192.168.1.93","TCP","66","52","63314","80","c4:b3:01:d8:fb:ff","b4:2e:99:d0:fa:1a"
