Number,Time,Source,Destination,Protocol,Length,TotalLength,SourcePort,DestinationPort,DestinationMacAddress,SourceMacAddress,,PacketClassification
1,0,192.168.1.93,151.101.62.133,TCP,78,64,49945,80,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
2,0.000082,192.168.1.93,151.101.62.133,TCP,78,64,49946,80,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
3,0.008606,151.101.62.133,192.168.1.93,TCP,74,60,80,49945,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
4,0.008665,192.168.1.93,151.101.62.133,TCP,66,52,49945,80,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
5,0.009778,151.101.62.133,192.168.1.93,TCP,74,60,80,49946,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
6,0.009844,192.168.1.93,151.101.62.133,TCP,66,52,49946,80,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
7,0.831732,192.168.1.93,172.217.16.227,TCP,78,64,49958,80,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
8,0.84152,172.217.16.227,192.168.1.93,TCP,74,60,80,49958,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
9,0.841606,192.168.1.93,172.217.16.227,TCP,66,52,49958,80,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
10,0.842304,192.168.1.93,172.217.16.227,HTTP,367,353,49958,80,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
11,0.852302,172.217.16.227,192.168.1.93,TCP,66,52,80,49958,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
12,0.85448,172.217.16.227,192.168.1.93,OCSP,778,764,80,49958,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
13,0.854538,192.168.1.93,172.217.16.227,TCP,66,52,49958,80,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
14,0.860092,192.168.1.93,172.217.16.227,TCP,66,52,49958,80,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
15,0.870397,172.217.16.227,192.168.1.93,TCP,66,52,80,49958,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
16,0.870458,192.168.1.93,172.217.16.227,TCP,66,52,49958,80,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
17,1.747224,192.168.1.93,104.21.18.67,TCP,78,64,49968,80,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
18,1.756441,104.21.18.67,192.168.1.93,TCP,66,52,80,49968,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
19,1.756513,192.168.1.93,104.21.18.67,TCP,54,40,49968,80,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
20,16.76589,104.21.18.67,192.168.1.93,TCP,60,40,80,49968,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
21,16.765943,192.168.1.93,104.21.18.67,TCP,54,40,49968,80,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
22,16.783413,192.168.1.93,104.21.18.67,TCP,54,40,49968,80,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
23,16.799619,104.21.18.67,192.168.1.93,TCP,60,40,80,49968,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
24,28.126153,192.168.1.93,17.253.37.203,TCP,78,64,50009,80,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
25,28.136314,17.253.37.203,192.168.1.93,TCP,74,60,80,50009,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
26,28.136379,192.168.1.93,17.253.37.203,TCP,66,52,50009,80,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
27,28.136836,192.168.1.93,17.253.37.203,HTTP,359,345,50009,80,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
28,28.147635,17.253.37.203,192.168.1.93,TCP,66,52,80,50009,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
29,28.148445,17.253.37.203,192.168.1.93,TCP,1506,1492,80,50009,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
30,28.148448,17.253.37.203,192.168.1.93,TCP,1506,1492,80,50009,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
31,28.148512,192.168.1.93,17.253.37.203,TCP,66,52,50009,80,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
32,28.148585,17.253.37.203,192.168.1.93,OCSP,385,371,80,50009,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
33,28.148628,192.168.1.93,17.253.37.203,TCP,66,52,50009,80,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
34,28.282209,192.168.1.93,17.253.37.203,TCP,66,52,50009,80,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
35,28.29214,17.253.37.203,192.168.1.93,TCP,66,52,80,50009,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
36,28.292217,192.168.1.93,17.253.37.203,TCP,66,52,50009,80,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
37,49.36431,192.168.1.93,151.101.62.133,TCP,54,40,49945,80,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
38,49.365435,192.168.1.93,151.101.62.133,TCP,54,40,49946,80,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
39,49.401818,151.101.62.133,192.168.1.93,TCP,66,52,80,49945,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
40,49.403434,151.101.62.133,192.168.1.93,TCP,66,52,80,49946,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
41,60.565546,192.168.1.93,151.101.62.133,TCP,66,52,49945,80,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
42,60.565642,192.168.1.93,151.101.62.133,TCP,66,52,49946,80,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
43,60.574396,151.101.62.133,192.168.1.93,TCP,66,52,80,49945,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
44,60.574399,151.101.62.133,192.168.1.93,TCP,66,52,80,49945,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
45,60.574499,192.168.1.93,151.101.62.133,TCP,66,52,49945,80,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
46,60.574499,192.168.1.93,151.101.62.133,TCP,66,52,49945,80,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
47,60.575556,151.101.62.133,192.168.1.93,TCP,66,52,80,49946,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
48,60.57556,151.101.62.133,192.168.1.93,TCP,66,52,80,49946,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
49,60.575657,192.168.1.93,151.101.62.133,TCP,66,52,49946,80,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
50,60.575658,192.168.1.93,151.101.62.133,TCP,66,52,49946,80,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
51,60.583564,151.101.62.133,192.168.1.93,TCP,60,40,80,49945,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
52,60.585744,151.101.62.133,192.168.1.93,TCP,60,40,80,49946,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
53,70.462775,192.168.1.93,93.184.220.29,TCP,78,64,50147,80,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
54,70.473025,93.184.220.29,192.168.1.93,TCP,74,60,80,50147,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
55,70.473103,192.168.1.93,93.184.220.29,TCP,66,52,50147,80,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
56,70.473634,192.168.1.93,93.184.220.29,HTTP,362,348,50147,80,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
57,70.486038,93.184.220.29,192.168.1.93,TCP,66,52,80,50147,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
58,70.490333,93.184.220.29,192.168.1.93,TCP,1506,1492,80,50147,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
59,70.490691,93.184.220.29,192.168.1.93,OCSP,462,448,80,50147,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
60,70.490733,192.168.1.93,93.184.220.29,TCP,66,52,50147,80,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
61,70.493925,192.168.1.93,93.184.220.29,TCP,66,52,50147,80,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
62,70.517889,93.184.220.29,192.168.1.93,TCP,66,52,80,50147,c4:b3:01:d8:fb:ff,78:65:59:a4:64:39,,
63,70.517952,192.168.1.93,93.184.220.29,TCP,66,52,50147,80,78:65:59:a4:64:39,c4:b3:01:d8:fb:ff,,
64,77.299304,192.168.1.79,192.168.1.93,TCP,66,52,61253,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
65,77.299308,192.168.1.79,192.168.1.93,TCP,66,52,61254,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
66,77.299309,192.168.1.79,192.168.1.93,TCP,66,52,61255,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
67,77.29931,192.168.1.79,192.168.1.93,TCP,66,52,61256,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
68,77.2994,192.168.1.93,192.168.1.79,TCP,54,40,80,61253,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
69,77.2994,192.168.1.93,192.168.1.79,TCP,54,40,80,61254,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
70,77.2994,192.168.1.93,192.168.1.79,TCP,54,40,80,61255,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
71,77.299401,192.168.1.93,192.168.1.79,TCP,54,40,80,61256,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
72,77.299779,192.168.1.79,192.168.1.93,TCP,66,52,61257,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
73,77.299782,192.168.1.79,192.168.1.93,TCP,66,52,61258,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
74,77.299782,192.168.1.79,192.168.1.93,TCP,66,52,61259,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
75,77.299783,192.168.1.79,192.168.1.93,TCP,66,52,61260,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
76,77.299783,192.168.1.79,192.168.1.93,TCP,66,52,61261,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
77,77.299786,192.168.1.79,192.168.1.93,TCP,66,52,61262,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
78,77.299823,192.168.1.93,192.168.1.79,TCP,54,40,80,61257,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
79,77.299823,192.168.1.93,192.168.1.79,TCP,54,40,80,61258,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
80,77.299824,192.168.1.93,192.168.1.79,TCP,54,40,80,61259,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
81,77.299824,192.168.1.93,192.168.1.79,TCP,54,40,80,61260,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
82,77.299824,192.168.1.93,192.168.1.79,TCP,54,40,80,61261,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
83,77.299824,192.168.1.93,192.168.1.79,TCP,54,40,80,61262,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
84,77.30113,192.168.1.79,192.168.1.93,TCP,66,52,61263,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
85,77.301135,192.168.1.79,192.168.1.93,TCP,66,52,61264,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
86,77.301136,192.168.1.79,192.168.1.93,TCP,66,52,61265,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
87,77.301137,192.168.1.79,192.168.1.93,TCP,66,52,61266,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
88,77.301197,192.168.1.93,192.168.1.79,TCP,54,40,80,61263,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
89,77.301197,192.168.1.93,192.168.1.79,TCP,54,40,80,61264,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
90,77.301198,192.168.1.93,192.168.1.79,TCP,54,40,80,61265,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
91,77.301198,192.168.1.93,192.168.1.79,TCP,54,40,80,61266,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
92,77.301413,192.168.1.79,192.168.1.93,TCP,66,52,61267,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
93,77.301415,192.168.1.79,192.168.1.93,TCP,66,52,61268,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
94,77.301416,192.168.1.79,192.168.1.93,TCP,66,52,61269,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
95,77.301416,192.168.1.79,192.168.1.93,TCP,66,52,61270,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
96,77.301417,192.168.1.79,192.168.1.93,TCP,66,52,61271,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
97,77.30142,192.168.1.79,192.168.1.93,TCP,66,52,61272,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
98,77.30142,192.168.1.79,192.168.1.93,TCP,66,52,61273,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
99,77.301421,192.168.1.79,192.168.1.93,TCP,66,52,61274,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
100,77.301469,192.168.1.93,192.168.1.79,TCP,54,40,80,61267,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
101,77.301469,192.168.1.93,192.168.1.79,TCP,54,40,80,61268,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
102,77.30147,192.168.1.93,192.168.1.79,TCP,54,40,80,61269,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
103,77.30147,192.168.1.93,192.168.1.79,TCP,54,40,80,61270,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
104,77.30147,192.168.1.93,192.168.1.79,TCP,54,40,80,61271,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
105,77.30147,192.168.1.93,192.168.1.79,TCP,54,40,80,61272,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
106,77.30147,192.168.1.93,192.168.1.79,TCP,54,40,80,61273,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
107,77.301471,192.168.1.93,192.168.1.79,TCP,54,40,80,61274,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
108,77.302337,192.168.1.79,192.168.1.93,TCP,66,52,61275,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
109,77.302339,192.168.1.79,192.168.1.93,TCP,66,52,61276,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
110,77.30234,192.168.1.79,192.168.1.93,TCP,66,52,61277,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
111,77.30234,192.168.1.79,192.168.1.93,TCP,66,52,61278,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
112,77.302341,192.168.1.79,192.168.1.93,TCP,66,52,61279,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
113,77.302386,192.168.1.93,192.168.1.79,TCP,54,40,80,61275,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
114,77.302386,192.168.1.93,192.168.1.79,TCP,54,40,80,61276,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
115,77.302386,192.168.1.93,192.168.1.79,TCP,54,40,80,61277,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
116,77.302386,192.168.1.93,192.168.1.79,TCP,54,40,80,61278,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
117,77.302387,192.168.1.93,192.168.1.79,TCP,54,40,80,61279,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
118,77.303299,192.168.1.79,192.168.1.93,TCP,66,52,61280,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
119,77.303303,192.168.1.79,192.168.1.93,TCP,66,52,61281,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
120,77.303304,192.168.1.79,192.168.1.93,TCP,66,52,61282,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
121,77.303305,192.168.1.79,192.168.1.93,TCP,66,52,61283,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
122,77.303306,192.168.1.79,192.168.1.93,TCP,66,52,61284,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
123,77.303308,192.168.1.79,192.168.1.93,TCP,66,52,61285,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
124,77.303309,192.168.1.79,192.168.1.93,TCP,66,52,61286,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
125,77.303344,192.168.1.93,192.168.1.79,TCP,54,40,80,61280,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
126,77.303344,192.168.1.93,192.168.1.79,TCP,54,40,80,61281,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
127,77.303345,192.168.1.93,192.168.1.79,TCP,54,40,80,61282,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
128,77.303345,192.168.1.93,192.168.1.79,TCP,54,40,80,61283,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
129,77.303384,192.168.1.93,192.168.1.79,TCP,54,40,80,61284,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
130,77.303384,192.168.1.93,192.168.1.79,TCP,54,40,80,61285,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
131,77.303385,192.168.1.93,192.168.1.79,TCP,54,40,80,61286,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
132,77.304475,192.168.1.79,192.168.1.93,TCP,66,52,61287,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
133,77.304478,192.168.1.79,192.168.1.93,TCP,66,52,61288,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
134,77.304479,192.168.1.79,192.168.1.93,TCP,66,52,61289,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
135,77.30448,192.168.1.79,192.168.1.93,TCP,66,52,61290,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
136,77.304481,192.168.1.79,192.168.1.93,TCP,66,52,61291,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
137,77.304483,192.168.1.79,192.168.1.93,TCP,66,52,61292,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
138,77.304484,192.168.1.79,192.168.1.93,TCP,66,52,61293,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
139,77.304485,192.168.1.79,192.168.1.93,TCP,66,52,61294,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
140,77.304486,192.168.1.79,192.168.1.93,TCP,66,52,61295,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
141,77.304487,192.168.1.79,192.168.1.93,TCP,66,52,61296,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
142,77.304535,192.168.1.93,192.168.1.79,TCP,54,40,80,61287,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
143,77.304535,192.168.1.93,192.168.1.79,TCP,54,40,80,61288,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
144,77.304535,192.168.1.93,192.168.1.79,TCP,54,40,80,61289,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
145,77.304536,192.168.1.93,192.168.1.79,TCP,54,40,80,61290,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
146,77.304536,192.168.1.93,192.168.1.79,TCP,54,40,80,61291,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
147,77.304536,192.168.1.93,192.168.1.79,TCP,54,40,80,61292,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
148,77.304536,192.168.1.93,192.168.1.79,TCP,54,40,80,61293,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
149,77.304536,192.168.1.93,192.168.1.79,TCP,54,40,80,61294,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
150,77.304537,192.168.1.93,192.168.1.79,TCP,54,40,80,61295,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
151,77.304537,192.168.1.93,192.168.1.79,TCP,54,40,80,61296,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
152,77.304971,192.168.1.79,192.168.1.93,TCP,66,52,61297,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
153,77.304974,192.168.1.79,192.168.1.93,TCP,66,52,61298,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
154,77.304975,192.168.1.79,192.168.1.93,TCP,66,52,61299,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
155,77.304976,192.168.1.79,192.168.1.93,TCP,66,52,61300,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
156,77.304977,192.168.1.79,192.168.1.93,TCP,66,52,61301,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
157,77.304978,192.168.1.79,192.168.1.93,TCP,66,52,61302,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
158,77.304979,192.168.1.79,192.168.1.93,TCP,66,52,61303,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
159,77.305008,192.168.1.93,192.168.1.79,TCP,54,40,80,61297,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
160,77.305008,192.168.1.93,192.168.1.79,TCP,54,40,80,61298,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
161,77.305008,192.168.1.93,192.168.1.79,TCP,54,40,80,61299,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
162,77.305018,192.168.1.93,192.168.1.79,TCP,54,40,80,61300,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
163,77.305018,192.168.1.93,192.168.1.79,TCP,54,40,80,61301,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
164,77.305018,192.168.1.93,192.168.1.79,TCP,54,40,80,61302,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
165,77.305025,192.168.1.93,192.168.1.79,TCP,54,40,80,61303,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
166,77.306428,192.168.1.79,192.168.1.93,TCP,66,52,61304,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
167,77.306433,192.168.1.79,192.168.1.93,TCP,66,52,61305,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
168,77.306434,192.168.1.79,192.168.1.93,TCP,66,52,61306,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
169,77.306435,192.168.1.79,192.168.1.93,TCP,66,52,61307,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
170,77.306436,192.168.1.79,192.168.1.93,TCP,66,52,61308,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
171,77.306438,192.168.1.79,192.168.1.93,TCP,66,52,61309,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
172,77.306487,192.168.1.93,192.168.1.79,TCP,54,40,80,61304,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
173,77.306487,192.168.1.93,192.168.1.79,TCP,54,40,80,61305,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
174,77.306487,192.168.1.93,192.168.1.79,TCP,54,40,80,61306,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
175,77.306488,192.168.1.93,192.168.1.79,TCP,54,40,80,61307,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
176,77.306488,192.168.1.93,192.168.1.79,TCP,54,40,80,61308,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
177,77.306488,192.168.1.93,192.168.1.79,TCP,54,40,80,61309,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
178,77.306715,192.168.1.79,192.168.1.93,TCP,66,52,61310,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
179,77.306717,192.168.1.79,192.168.1.93,TCP,66,52,61311,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
180,77.306718,192.168.1.79,192.168.1.93,TCP,66,52,61312,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
181,77.306719,192.168.1.79,192.168.1.93,TCP,66,52,61313,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
182,77.306719,192.168.1.79,192.168.1.93,TCP,66,52,61314,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
183,77.306721,192.168.1.79,192.168.1.93,TCP,66,52,61315,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
184,77.306752,192.168.1.93,192.168.1.79,TCP,54,40,80,61310,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
185,77.306752,192.168.1.93,192.168.1.79,TCP,54,40,80,61311,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
186,77.306752,192.168.1.93,192.168.1.79,TCP,54,40,80,61312,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
187,77.306761,192.168.1.93,192.168.1.79,TCP,54,40,80,61313,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
188,77.306761,192.168.1.93,192.168.1.79,TCP,54,40,80,61314,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
189,77.306761,192.168.1.93,192.168.1.79,TCP,54,40,80,61315,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
190,77.308036,192.168.1.79,192.168.1.93,TCP,66,52,61316,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
191,77.308039,192.168.1.79,192.168.1.93,TCP,66,52,61317,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
192,77.30804,192.168.1.79,192.168.1.93,TCP,66,52,61318,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
193,77.308041,192.168.1.79,192.168.1.93,TCP,66,52,61319,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
194,77.308041,192.168.1.79,192.168.1.93,TCP,66,52,61320,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
195,77.308078,192.168.1.93,192.168.1.79,TCP,54,40,80,61316,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
196,77.308078,192.168.1.93,192.168.1.79,TCP,54,40,80,61317,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
